time,category,count
2022-02-04 07:00:00,hands,100
2022-02-04 10:00:00,guy,134
2022-02-04 15:00:00,Only,87
2022-02-04 06:00:00,COUNT=897,59
2022-02-04 09:00:00,Go,103
2022-02-04 13:00:00,Me,145
2022-02-01 21:00:00,COUNT=412,7
2022-02-04 18:00:00,🏆,60
2022-02-04 05:00:00,an,109
2022-02-04 08:00:00,10,316
2022-02-04 07:00:00,waiting,125
2022-02-04 07:00:00,time,807
2022-02-04 15:00:00,&amp;,3057
2022-02-04 15:00:00,idea,58
2022-02-04 10:00:00,COUNT=791,125
2022-02-04 13:00:00,COUNT=902,63
2022-02-04 15:00:00,fans,100
2022-02-04 16:00:00,open,96
2022-02-04 17:00:00,believe,161
2022-02-04 18:00:00,to,5407
2022-02-01 21:00:00,Retweet,46
2022-02-04 17:00:00,little,200
2022-02-04 08:00:00,BRAZIL,898
2022-02-04 15:00:00,via,169
2022-02-04 08:00:00,COUNT=3,10619
2022-02-04 09:00:00,COUNT=113,388
2022-02-04 10:00:00,COUNT=35,1120
2022-02-04 10:00:00,COUNT=53,895
2022-02-04 07:00:00,COUNT=87,562
2022-02-04 18:00:00,COUNT=256,107
2022-02-01 21:00:00,COUNT=533,10
2022-02-01 20:00:00,COUNT=68,461
2022-02-04 10:00:00,COUNT=304,104
2022-02-04 13:00:00,COUNT=332,182
2022-02-04 05:00:00,watch,12
2022-02-04 06:00:00,COUNT=156,295
2022-02-04 17:00:00,COUNT=125,362
2022-02-04 16:00:00,COUNT=187,240
2022-02-04 18:00:00,COUNT=115,181
2022-02-04 12:00:00,COUNT=151,272
2022-02-04 12:00:00,gotta,144
2022-02-04 05:00:00,COUNT=366,14
2022-02-04 17:00:00,COUNT=326,95
2022-02-04 15:00:00,COUNT=220,281
2022-02-04 05:00:00,GIVEAWAY,13
2022-02-04 12:00:00,COUNT=352,246
2022-02-04 08:00:00,COUNT=625,104
2022-02-04 17:00:00,COUNT=152,384
2022-02-04 13:00:00,WITH,134
2022-02-01 20:00:00,COUNT=404,111
2022-02-01 20:00:00,COUNT=443,37
2022-02-04 07:00:00,COUNT=248,142
2022-02-04 11:00:00,COUNT=456,304
2022-02-04 16:00:00,COUNT=811,116
2022-02-04 07:00:00,COUNT=678,136
2022-02-01 20:00:00,February,177
2022-02-04 09:00:00,COUNT=539,107
2022-02-04 12:00:00,man,334
2022-02-04 10:00:00,+,1073
2022-02-01 20:00:00,COUNT=342,169
2022-02-04 05:00:00,COUNT=342,24
2022-02-04 14:00:00,COUNT=342,195
2022-02-04 17:00:00,eat,56
2022-02-04 08:00:00,COUNT=267,160
2022-02-01 20:00:00,COUNT=620,110
2022-02-04 14:00:00,COUNT=949,124
2022-02-04 16:00:00,COUNT=272,255
2022-02-04 15:00:00,COUNT=244,157
2022-02-04 12:00:00,COUNT=610,50
2022-02-04 07:00:00,COUNT=852,130
2022-02-04 14:00:00,COUNT=885,45
2022-02-04 14:00:00,COUNT=439,81
2022-02-04 13:00:00,myself,152
2022-02-01 21:00:00,say,34
2022-02-01 21:00:00,COUNT=609,11
2022-02-04 08:00:00,saying,158
2022-02-04 11:00:00,COUNT=903,62
2022-02-04 08:00:00,cause,130
2022-02-04 11:00:00,COUNT=688,177
2022-02-04 15:00:00,super,61
2022-02-04 15:00:00,WL,237
2022-02-04 12:00:00,COUNT=485,214
2022-02-01 21:00:00,COUNT=478,4
2022-02-04 08:00:00,link,98
2022-02-04 13:00:00,may,169
2022-02-04 10:00:00,needs,205
2022-02-04 05:00:00,reason,14
2022-02-04 13:00:00,hate,194
2022-02-01 20:00:00,old,107
2022-02-04 11:00:00,night,186
2022-02-01 21:00:00,Hi,8
2022-02-01 21:00:00,between,10
2022-02-04 13:00:00,Would,74
2022-02-04 06:00:00,im,235
2022-02-04 09:00:00,on,4338
2022-02-04 18:00:00,on,2066
2022-02-01 21:00:00,COUNT=765,31
2022-02-04 18:00:00,COUNT=489,59
2022-02-04 05:00:00,hrs,2
2022-02-04 05:00:00,comment,8
2022-02-04 14:00:00,COUNT=781,114
2022-02-04 05:00:00,minutes,7
2022-02-04 14:00:00,IN,295
2022-02-04 10:00:00,public,84
2022-02-04 12:00:00,-,2802
2022-02-04 09:00:00,COUNT=929,143
2022-02-04 06:00:00,God,187
2022-02-04 05:00:00,COUNT=869,25
2022-02-04 16:00:00,find,166
2022-02-04 16:00:00,Very,77
2022-02-04 13:00:00,COUNT=735,226
2022-02-04 05:00:00,coming,24
2022-02-04 06:00:00,COUNT=535,83
2022-02-04 13:00:00,🤣,73
2022-02-04 07:00:00,what,1208
2022-02-01 21:00:00,@ENHYPEN,2
2022-02-04 08:00:00,With,136
2022-02-04 17:00:00,every,283
2022-02-04 06:00:00,ends,68
2022-02-04 05:00:00,What,36
2022-02-04 05:00:00,The,239
2022-02-01 20:00:00,Big,57
2022-02-04 09:00:00,an,1211
2022-02-04 07:00:00,COUNT=571,34
2022-02-04 11:00:00,time,730
2022-02-04 15:00:00,$15,151
2022-02-04 09:00:00,✨,143
2022-02-04 14:00:00,Come,86
2022-02-04 17:00:00,COUNT=733,50
2022-02-04 18:00:00,🔥,159
2022-02-01 20:00:00,Get,132
2022-02-04 12:00:00,Happy,223
2022-02-04 17:00:00,drop,132
2022-02-04 12:00:00,enter:,129
2022-02-04 07:00:00,COUNT=586,50
2022-02-04 08:00:00,point,113
2022-02-04 07:00:00,open,134
2022-02-04 07:00:00,COUNT=960,71
2022-02-04 18:00:00,Have,90
2022-02-04 17:00:00,COUNT=56,690
2022-02-01 20:00:00,COUNT=36,900
2022-02-04 08:00:00,COUNT=19,2055
2022-02-04 15:00:00,COUNT=84,416
2022-02-04 12:00:00,COUNT=103,524
2022-02-04 11:00:00,COUNT=245,221
2022-02-04 12:00:00,COUNT=52,1012
2022-02-04 17:00:00,COUNT=194,237
2022-02-04 12:00:00,COUNT=102,559
2022-02-04 12:00:00,COUNT=159,479
2022-02-04 09:00:00,COUNT=57,937
2022-02-04 10:00:00,COUNT=114,439
2022-02-04 11:00:00,COUNT=295,311
2022-02-04 18:00:00,COUNT=89,380
2022-02-04 16:00:00,PM,94
2022-02-01 20:00:00,—,342
2022-02-04 15:00:00,COUNT=45,953
2022-02-04 09:00:00,COUNT=357,224
2022-02-01 20:00:00,COUNT=136,221
2022-02-04 09:00:00,COUNT=476,149
2022-02-01 20:00:00,COUNT=166,243
2022-02-04 15:00:00,did,366
2022-02-04 16:00:00,got,418
2022-02-04 16:00:00,COUNT=96,554
2022-02-04 09:00:00,y’all,178
2022-02-04 18:00:00,COUNT=556,49
2022-02-04 05:00:00,COUNT=550,12
2022-02-04 10:00:00,COUNT=574,91
2022-02-04 16:00:00,COUNT=329,102
2022-02-04 06:00:00,COUNT=338,269
2022-02-01 20:00:00,account,72
2022-02-04 07:00:00,COUNT=91,597
2022-02-04 11:00:00,COUNT=865,44
2022-02-04 16:00:00,COUNT=838,116
2022-02-04 09:00:00,30,87
2022-02-04 05:00:00,COUNT=147,33
2022-02-04 07:00:00,COUNT=173,370
2022-02-04 06:00:00,COUNT=186,227
2022-02-04 14:00:00,COUNT=232,175
2022-02-04 09:00:00,h…,129
2022-02-04 13:00:00,COUNT=301,90
2022-02-04 15:00:00,COUNT=322,59
2022-02-01 20:00:00,community,48
2022-02-04 16:00:00,COUNT=407,184
2022-02-04 12:00:00,COUNT=359,258
2022-02-04 17:00:00,COUNT=605,178
2022-02-04 09:00:00,COUNT=477,120
2022-02-04 09:00:00,COUNT=459,74
2022-02-04 08:00:00,COUNT=228,243
2022-02-04 17:00:00,COUNT=914,49
2022-02-04 16:00:00,stand,66
2022-02-01 20:00:00,how,504
2022-02-04 15:00:00,COUNT=665,134
2022-02-04 16:00:00,saw,85
2022-02-01 20:00:00,COUNT=379,93
2022-02-01 21:00:00,COUNT=495,14
2022-02-04 12:00:00,COUNT=487,77
2022-02-04 11:00:00,COUNT=314,202
2022-02-04 05:00:00,COUNT=777,21
2022-02-04 18:00:00,#NCT127,884
2022-02-04 05:00:00,in,699
2022-02-04 09:00:00,She,137
2022-02-01 21:00:00,COUNT=844,5
2022-02-01 20:00:00,given,48
2022-02-04 13:00:00,already,175
2022-02-04 05:00:00,China,14
2022-02-04 11:00:00,China,88
2022-02-01 20:00:00,COUNT=936,93
2022-02-04 18:00:00,COUNT=651,22
2022-02-04 10:00:00,COUNT=478,35
2022-02-04 10:00:00,Today,88
2022-02-04 12:00:00,COUNT=520,167
2022-02-04 18:00:00,watching,104
2022-02-04 11:00:00,MARK,17
2022-02-04 12:00:00,during,163
2022-02-01 21:00:00,forever,6
2022-02-01 20:00:00,excited,65
2022-02-04 05:00:00,COUNT=685,9
2022-02-04 13:00:00,check,109
2022-02-04 10:00:00,but,1746
2022-02-04 10:00:00,end,253
2022-02-04 18:00:00,bad,69
2022-02-04 09:00:00,favorite,133
2022-02-04 11:00:00,COUNT=842,85
2022-02-04 11:00:00,again,194
2022-02-04 05:00:00,gets,14
2022-02-04 09:00:00,far,97
2022-02-04 11:00:00,COUNT=983,84
2022-02-04 06:00:00,going,764
2022-02-04 14:00:00,COUNT=691,54
2022-02-01 20:00:00,birthday,155
2022-02-04 14:00:00,COUNT=782,83
2022-02-01 21:00:00,COUNT=529,11
2022-02-04 05:00:00,COUNT=887,16
2022-02-04 10:00:00,now,737
2022-02-04 17:00:00,only,534
2022-02-04 05:00:00,whole,14
2022-02-04 15:00:00,COUNT=975,68
2022-02-01 20:00:00,COUNT=684,22
2022-02-04 18:00:00,He,173
2022-02-04 09:00:00,🚀,106
2022-02-04 09:00:00,COUNT=590,84
2022-02-04 09:00:00,COUNT=519,48
2022-02-04 16:00:00,anything,90
2022-02-04 08:00:00,them,620
2022-02-04 11:00:00,make,622
2022-02-01 20:00:00,lmao,29
2022-02-04 11:00:00,#마크,14
2022-02-04 06:00:00,COUNT=712,144
2022-02-04 17:00:00,single,120
2022-02-04 08:00:00,lot,273
2022-02-04 07:00:00,away,346
2022-02-04 05:00:00,guy,11
2022-02-04 09:00:00,guy,131
2022-02-04 12:00:00,COUNT=981,133
2022-02-04 16:00:00,My,487
2022-02-04 08:00:00,:),96
2022-02-01 20:00:00,The,1489
2022-02-01 21:00:00,black,18
2022-02-01 21:00:00,an,110
2022-02-04 16:00:00,an,926
2022-02-04 17:00:00,checked,176
2022-02-01 20:00:00,come,210
2022-02-04 14:00:00,4,271
2022-02-04 11:00:00,COUNT=733,51
2022-02-04 06:00:00,||,133
2022-02-04 15:00:00,thinking,93
2022-02-04 11:00:00,COUNT=866,81
2022-02-04 10:00:00,Don't,142
2022-02-04 13:00:00,and…,81
2022-02-04 08:00:00,another,209
2022-02-04 16:00:00,COUNT=960,64
2022-02-04 11:00:00,It's,278
2022-02-04 07:00:00,funny,138
2022-02-01 21:00:00,pay,6
2022-02-04 17:00:00,asked,76
2022-02-04 08:00:00,COUNT=788,50
2022-02-04 08:00:00,COUNT=1,62282
2022-02-04 09:00:00,COUNT=3,10631
2022-02-04 11:00:00,COUNT=16,2424
2022-02-04 10:00:00,COUNT=24,1833
2022-02-04 17:00:00,COUNT=19,1970
2022-02-04 14:00:00,COUNT=14,2805
2022-02-04 16:00:00,COUNT=58,984
2022-02-04 07:00:00,COUNT=50,996
2022-02-04 05:00:00,COUNT=15,244
2022-02-04 15:00:00,COUNT=34,1214
2022-02-04 15:00:00,COUNT=88,604
2022-02-04 08:00:00,COUNT=70,798
2022-02-01 20:00:00,COUNT=74,465
2022-02-04 05:00:00,COUNT=71,38
2022-02-04 15:00:00,One,131
2022-02-04 07:00:00,COUNT=163,396
2022-02-01 20:00:00,COUNT=654,123
2022-02-04 09:00:00,COUNT=288,119
2022-02-04 11:00:00,even,471
2022-02-04 09:00:00,COUNT=231,317
2022-02-04 08:00:00,COUNT=239,150
2022-02-04 12:00:00,COUNT=366,240
2022-02-04 16:00:00,COUNT=287,129
2022-02-04 06:00:00,COUNT=337,191
2022-02-04 15:00:00,COUNT=148,247
2022-02-04 05:00:00,COUNT=338,22
2022-02-04 15:00:00,COUNT=664,184
2022-02-01 21:00:00,COUNT=582,10
2022-02-04 12:00:00,COUNT=213,429
2022-02-04 18:00:00,i’m,66
2022-02-04 15:00:00,COUNT=450,165
2022-02-04 16:00:00,COUNT=536,140
2022-02-04 09:00:00,COUNT=375,138
2022-02-04 11:00:00,luck,155
2022-02-04 12:00:00,COUNT=403,224
2022-02-04 13:00:00,COUNT=403,223
2022-02-04 08:00:00,special,89
2022-02-01 20:00:00,30,80
2022-02-04 11:00:00,COUNT=811,115
2022-02-04 11:00:00,COUNT=448,149
2022-02-04 11:00:00,COUNT=254,212
2022-02-04 09:00:00,COUNT=472,98
2022-02-01 21:00:00,tomorrow,25
2022-02-04 13:00:00,COUNT=825,62
2022-02-04 17:00:00,this.,78
2022-02-04 15:00:00,COUNT=301,94
2022-02-04 14:00:00,girl,155
2022-02-04 14:00:00,COUNT=834,112
2022-02-04 05:00:00,COUNT=359,20
2022-02-04 11:00:00,+,1348
2022-02-04 16:00:00,COUNT=946,51
2022-02-04 05:00:00,COUNT=328,10
2022-02-04 06:00:00,COUNT=228,229
2022-02-04 07:00:00,COUNT=228,235
2022-02-04 14:00:00,their,835
2022-02-04 13:00:00,!,371
2022-02-04 13:00:00,COUNT=294,250
2022-02-04 14:00:00,COUNT=487,66
2022-02-01 21:00:00,COUNT=777,37
2022-02-04 16:00:00,COUNT=576,129
2022-02-04 05:00:00,She,20
2022-02-04 10:00:00,COUNT=383,113
2022-02-04 11:00:00,COUNT=809,183
2022-02-01 20:00:00,COUNT=814,81
2022-02-04 15:00:00,COUNT=551,39
2022-02-04 11:00:00,So,372
2022-02-04 05:00:00,should,50
2022-02-01 21:00:00,needs,10
2022-02-04 15:00:00,COUNT=566,138
2022-02-04 17:00:00,COUNT=354,74
2022-02-01 20:00:00,definitely,45
2022-02-04 15:00:00,other,259
2022-02-04 10:00:00,having,219
2022-02-04 18:00:00,Join,212
2022-02-04 07:00:00,im,262
2022-02-04 15:00:00,again,162
2022-02-04 16:00:00,These,73
2022-02-04 14:00:00,far,57
2022-02-04 06:00:00,COUNT=612,59
2022-02-04 15:00:00,into,306
2022-02-04 08:00:00,makes,182
2022-02-04 10:00:00,COUNT=868,143
2022-02-01 21:00:00,COUNT=729,17
2022-02-04 09:00:00,its,308
2022-02-04 06:00:00,COUNT=608,61
2022-02-04 15:00:00,media,101
2022-02-04 05:00:00,COUNT=628,4
2022-02-01 20:00:00,I’ll,47
2022-02-01 20:00:00,ask,65
2022-02-04 07:00:00,followed,74
2022-02-04 05:00:00,COUNT=535,8
2022-02-04 16:00:00,COUNT=567,70
2022-02-04 14:00:00,COUNT=873,67
2022-02-04 13:00:00,COUNT=748,54
2022-02-01 21:00:00,COUNT=893,4
2022-02-04 07:00:00,COUNT=985,201
2022-02-04 11:00:00,COUNT=682,101
2022-02-04 08:00:00,need,660
2022-02-04 07:00:00,goes,125
2022-02-04 16:00:00,cute,109
2022-02-04 07:00:00,COUNT=524,90
2022-02-01 21:00:00,released,4
2022-02-04 09:00:00,well,235
2022-02-04 11:00:00,idea,64
2022-02-04 15:00:00,COUNT=437,99
2022-02-04 17:00:00,feeling,80
2022-02-01 20:00:00,12,187
2022-02-04 15:00:00,12,328
2022-02-04 14:00:00,COUNT=902,79
2022-02-04 13:00:00,play,178
2022-02-04 16:00:00,about,1047
2022-02-01 20:00:00,know,464
2022-02-04 16:00:00,know,643
2022-02-04 05:00:00,COUNT=912,2
2022-02-01 21:00:00,Oh,16
2022-02-04 10:00:00,seeing,106
2022-02-04 13:00:00,to,11753
2022-02-04 15:00:00,Have,223
2022-02-04 14:00:00,means,80
2022-02-01 21:00:00,start,63
2022-02-04 18:00:00,called,69
2022-02-04 08:00:00,COUNT=30,1298
2022-02-04 16:00:00,COUNT=732,232
2022-02-01 21:00:00,some,74
2022-02-04 10:00:00,COUNT=104,532
2022-02-04 17:00:00,COUNT=50,1126
2022-02-04 11:00:00,COUNT=39,1244
2022-02-01 20:00:00,COUNT=72,508
2022-02-04 09:00:00,COUNT=345,207
2022-02-04 15:00:00,COUNT=207,82
2022-02-04 11:00:00,COUNT=165,363
2022-02-04 18:00:00,COUNT=533,67
2022-02-04 08:00:00,COUNT=171,445
2022-02-04 16:00:00,COUNT=146,311
2022-02-04 09:00:00,COUNT=73,713
2022-02-04 06:00:00,COUNT=108,552
2022-02-04 16:00:00,COUNT=45,851
2022-02-01 21:00:00,PM,38
2022-02-04 18:00:00,COUNT=493,97
2022-02-04 17:00:00,ready,164
2022-02-04 15:00:00,COUNT=95,524
2022-02-04 17:00:00,Nicki,48
2022-02-04 14:00:00,COUNT=126,459
2022-02-01 20:00:00,COUNT=193,150
2022-02-04 08:00:00,COUNT=326,144
2022-02-04 16:00:00,COUNT=410,70
2022-02-04 17:00:00,COUNT=191,146
2022-02-04 16:00:00,COUNT=220,259
2022-02-04 10:00:00,COUNT=553,136
2022-02-04 09:00:00,COUNT=429,164
2022-02-04 14:00:00,COUNT=556,111
2022-02-04 06:00:00,COUNT=518,132
2022-02-04 05:00:00,COUNT=94,55
2022-02-04 08:00:00,men,113
2022-02-01 20:00:00,COUNT=212,174
2022-02-04 11:00:00,COUNT=255,200
2022-02-04 07:00:00,COUNT=580,152
2022-02-04 05:00:00,COUNT=536,12
2022-02-04 18:00:00,COUNT=514,111
2022-02-01 20:00:00,special,48
2022-02-04 16:00:00,special,112
2022-02-04 18:00:00,COUNT=469,53
2022-02-04 08:00:00,show,248
2022-02-04 13:00:00,today.,63
2022-02-04 09:00:00,COUNT=678,105
2022-02-04 16:00:00,COUNT=427,77
2022-02-04 06:00:00,COUNT=316,256
2022-02-04 17:00:00,using,119
2022-02-01 20:00:00,you,3727
2022-02-04 18:00:00,you,3027
2022-02-04 18:00:00,h…,73
2022-02-01 21:00:00,COUNT=731,16
2022-02-04 10:00:00,more,831
2022-02-04 06:00:00,+,697
2022-02-04 13:00:00,COUNT=801,315
2022-02-04 07:00:00,COUNT=668,162
2022-02-04 07:00:00,COUNT=776,185
2022-02-04 09:00:00,COUNT=423,148
2022-02-04 06:00:00,COUNT=661,304
2022-02-04 07:00:00,COUNT=661,328
2022-02-04 13:00:00,friend,172
2022-02-04 15:00:00,hear,120
2022-02-04 08:00:00,YOU,176
2022-02-04 14:00:00,person,213
2022-02-04 12:00:00,Your,191
2022-02-04 12:00:00,COUNT=814,115
2022-02-04 08:00:00,COUNT=988,272
2022-02-04 07:00:00,COUNT=990,149
2022-02-04 09:00:00,.,437
2022-02-04 08:00:00,story,107
2022-02-04 15:00:00,days,219
2022-02-04 08:00:00,COUNT=927,72
2022-02-04 05:00:00,in…,4
2022-02-04 14:00:00,Love,201
2022-02-04 09:00:00,COUNT=861,79
2022-02-01 20:00:00,than,285
2022-02-04 06:00:00,COUNT=490,143
2022-02-01 21:00:00,gonna,17
2022-02-04 18:00:00,Friday,66
2022-02-04 05:00:00,COUNT=484,16
2022-02-04 15:00:00,COUNT=417,50
2022-02-04 09:00:00,COUNT=276,183
2022-02-01 21:00:00,–,26
2022-02-04 09:00:00,such,173
2022-02-04 10:00:00,COUNT=483,99
2022-02-04 09:00:00,after,424
2022-02-04 08:00:00,after,461
2022-02-04 10:00:00,forever,102
2022-02-04 10:00:00,230,73
2022-02-04 14:00:00,COUNT=679,88
2022-02-04 11:00:00,COUNT=679,100
2022-02-04 11:00:00,Would,88
2022-02-04 07:00:00,These,119
2022-02-01 21:00:00,COUNT=503,12
2022-02-04 16:00:00,hrs,99
2022-02-04 16:00:00,COUNT=983,64
2022-02-04 18:00:00,COUNT=353,34
2022-02-04 15:00:00,COUNT=846,218
2022-02-04 17:00:00,COUNT=619,78
2022-02-01 20:00:00,COUNT=279,82
2022-02-04 12:00:00,second,89
2022-02-01 20:00:00,🚀,83
2022-02-04 05:00:00,while,15
2022-02-04 05:00:00,COUNT=742,10
2022-02-04 17:00:00,COUNT=687,94
2022-02-04 12:00:00,looking,193
2022-02-01 21:00:00,#NFT,25
2022-02-04 09:00:00,Why,272
2022-02-04 13:00:00,from,1624
2022-02-04 14:00:00,week,116
2022-02-04 07:00:00,send,137
2022-02-04 18:00:00,COUNT=873,48
2022-02-04 08:00:00,•,566
2022-02-04 18:00:00,JT,90
2022-02-04 07:00:00,#마크,3
2022-02-04 14:00:00,COUNT=712,197
2022-02-04 08:00:00,COUNT=633,136
2022-02-04 13:00:00,Will,76
2022-02-04 06:00:00,COUNT=630,116
2022-02-01 20:00:00,hands,33
2022-02-04 08:00:00,COUNT=506,44
2022-02-04 18:00:00,lot,110
2022-02-04 14:00:00,My,601
2022-02-04 08:00:00,through,227
2022-02-04 18:00:00,through,83
2022-02-04 09:00:00,1,451
2022-02-04 11:00:00,Never,87
2022-02-04 16:00:00,spots,164
2022-02-04 14:00:00,COUNT=412,60
2022-02-04 12:00:00,waiting,97
2022-02-04 08:00:00,waiting,116
2022-02-04 12:00:00,&amp;,3177
2022-02-04 10:00:00,try,141
2022-02-04 05:00:00,way,37
2022-02-04 17:00:00,chance,129
2022-02-04 14:00:00,fan,97
2022-02-04 16:00:00,✨,149
2022-02-04 14:00:00,Day,119
2022-02-04 18:00:00,12,155
2022-02-04 09:00:00,that’s,205
2022-02-04 09:00:00,||,328
2022-02-04 16:00:00,pls,79
2022-02-04 17:00:00,point,68
2022-02-04 05:00:00,2,49
2022-02-04 12:00:00,#NCT,9
2022-02-04 07:00:00,cool,84
2022-02-04 05:00:00,COUNT=910,7
2022-02-04 07:00:00,COUNT=16,2249
2022-02-04 13:00:00,COUNT=46,1138
2022-02-04 14:00:00,COUNT=219,360
2022-02-04 08:00:00,COUNT=398,232
2022-02-04 18:00:00,COUNT=94,293
2022-02-04 12:00:00,COUNT=245,261
2022-02-04 11:00:00,COUNT=38,1161
2022-02-04 13:00:00,COUNT=64,846
2022-02-04 06:00:00,COUNT=33,1252
2022-02-04 15:00:00,COUNT=33,1215
2022-02-04 14:00:00,COUNT=369,112
2022-02-01 20:00:00,COUNT=133,290
2022-02-04 16:00:00,COUNT=105,410
2022-02-04 16:00:00,COUNT=332,212
2022-02-04 05:00:00,COUNT=219,35
2022-02-04 05:00:00,COUNT=70,84
2022-02-04 14:00:00,COUNT=175,552
2022-02-04 10:00:00,COUNT=73,678
2022-02-04 18:00:00,leave,35
2022-02-01 21:00:00,COUNT=52,85
2022-02-04 07:00:00,COUNT=150,587
2022-02-04 05:00:00,COUNT=769,15
2022-02-04 13:00:00,COUNT=231,295
2022-02-04 16:00:00,COUNT=366,149
2022-02-04 06:00:00,COUNT=188,266
2022-02-04 12:00:00,us,577
2022-02-04 12:00:00,COUNT=741,64
2022-02-01 21:00:00,COUNT=331,32
2022-02-04 17:00:00,COUNT=203,286
2022-02-04 09:00:00,COUNT=730,61
2022-02-01 21:00:00,COUNT=778,10
2022-02-04 13:00:00,COUNT=456,368
2022-02-04 11:00:00,COUNT=158,408
2022-02-04 16:00:00,time.,57
2022-02-04 17:00:00,COUNT=865,73
2022-02-04 09:00:00,COUNT=386,152
2022-02-04 11:00:00,COUNT=386,187
2022-02-04 13:00:00,COUNT=513,150
2022-02-04 15:00:00,30,108
2022-02-04 08:00:00,HOPEWEEK,902
2022-02-01 20:00:00,COUNT=954,61
2022-02-04 16:00:00,✅,221
2022-02-04 12:00:00,COUNT=850,223
2022-02-04 12:00:00,COUNT=715,50
2022-02-04 06:00:00,this.,150
2022-02-04 13:00:00,COUNT=755,117
2022-02-01 20:00:00,h…,96
2022-02-04 16:00:00,girl,162
2022-02-04 12:00:00,COUNT=452,128
2022-02-01 20:00:00,back,276
2022-02-04 14:00:00,community,85
2022-02-04 15:00:00,community,95
2022-02-04 08:00:00,hot,118
2022-02-01 21:00:00,lost,10
2022-02-01 20:00:00,COUNT=486,86
2022-02-04 13:00:00,COUNT=390,107
2022-02-01 21:00:00,stand,6
2022-02-04 16:00:00,COUNT=391,80
2022-02-04 07:00:00,COUNT=360,162
2022-02-04 07:00:00,COUNT=545,145
2022-02-04 09:00:00,COUNT=576,128
2022-02-04 06:00:00,COUNT=272,209
2022-02-04 11:00:00,COUNT=244,182
2022-02-04 17:00:00,read,88
2022-02-04 05:00:00,had,56
2022-02-04 16:00:00,COUNT=936,177
2022-02-04 18:00:00,1st,86
2022-02-04 07:00:00,COUNT=388,106
2022-02-04 08:00:00,COUNT=812,48
2022-02-01 20:00:00,deserve,49
2022-02-01 21:00:00,deserve,9
2022-02-04 18:00:00,old,69
2022-02-04 08:00:00,First,138
2022-02-04 06:00:00,COUNT=837,77
2022-02-04 16:00:00,free,174
2022-02-04 08:00:00,free,206
2022-02-04 06:00:00,times,121
2022-02-04 18:00:00,COUNT=465,61
2022-02-04 10:00:00,COUNT=600,75
2022-02-01 20:00:00,retweet,276
2022-02-04 12:00:00,retweet,401
2022-02-04 10:00:00,after,413
2022-02-01 21:00:00,Join,33
2022-02-04 10:00:00,📌,538
2022-02-04 15:00:00,$150,151
2022-02-01 20:00:00,COUNT=842,44
2022-02-04 13:00:00,can’t,310
2022-02-04 11:00:00,His,99
2022-02-04 08:00:00,public,98
2022-02-04 11:00:00,COUNT=884,59
2022-02-01 21:00:00,media,13
2022-02-04 13:00:00,Our,182
2022-02-04 09:00:00,morning,366
2022-02-01 21:00:00,COUNT=683,10
2022-02-04 07:00:00,done,230
2022-02-04 12:00:00,COUNT=973,61
2022-02-04 13:00:00,COUNT=942,76
2022-02-04 06:00:00,COUNT=735,218
2022-02-01 20:00:00,COUNT=813,106
2022-02-04 13:00:00,my,3543
2022-02-04 06:00:00,said,416
2022-02-04 14:00:00,COUNT=616,77
2022-02-04 18:00:00,COUNT=962,97
2022-02-04 10:00:00,thank,201
2022-02-04 15:00:00,talk,157
2022-02-04 13:00:00,he’s,102
2022-02-04 18:00:00,JUNGWON,145
2022-02-01 20:00:00,COUNT=667,66
2022-02-04 14:00:00,COUNT=820,320
2022-02-04 16:00:00,@ENHYPEN,1124
2022-02-04 18:00:00,With,77
2022-02-04 16:00:00,Is,166
2022-02-04 09:00:00,are,2885
2022-02-04 14:00:00,COUNT=560,248
2022-02-04 14:00:00,happy,285
2022-02-04 07:00:00,moment,82
2022-02-04 16:00:00,COUNT=531,59
2022-02-04 18:00:00,:),49
2022-02-04 13:00:00,made,359
2022-02-04 10:00:00,Big,87
2022-02-04 07:00:00,COUNT=594,50
2022-02-04 06:00:00,over,596
2022-02-04 12:00:00,house,93
2022-02-04 10:00:00,"it,",105
2022-02-01 20:00:00,COUNT=789,78
2022-02-01 20:00:00,were,265
2022-02-04 08:00:00,were,471
2022-02-04 08:00:00,would,751
2022-02-04 06:00:00,Day,157
2022-02-04 10:00:00,12,313
2022-02-04 14:00:00,most,366
2022-02-04 07:00:00,COUNT=604,53
2022-02-04 09:00:00,play,189
2022-02-04 10:00:00,||,327
2022-02-04 18:00:00,?,98
2022-02-04 18:00:00,@chitaglorya__:,185
2022-02-01 21:00:00,know,114
2022-02-04 11:00:00,pls,124
2022-02-04 10:00:00,COUNT=941,67
2022-02-04 09:00:00,Oh,144
2022-02-04 06:00:00,i'm,93
2022-02-04 17:00:00,COUNT=788,113
2022-02-04 14:00:00,also,257
2022-02-04 09:00:00,I’m,918
2022-02-04 16:00:00,pretty,109
2022-02-04 17:00:00,wanted,81
2022-02-04 13:00:00,stop,196
2022-02-04 12:00:00,beautiful,159
2022-02-04 16:00:00,COUNT=541,38
2022-02-04 06:00:00,COUNT=1,69565
2022-02-04 09:00:00,COUNT=41,1189
2022-02-04 05:00:00,COUNT=195,35
2022-02-04 12:00:00,hope,224
2022-02-04 16:00:00,COUNT=64,677
2022-02-04 05:00:00,COUNT=466,22
2022-02-01 21:00:00,COUNT=31,169
2022-02-04 18:00:00,COUNT=233,82
